BWTID,TOTALVOLTAGE,TOTALCURRENT,SOC,MAXVOLTAGE,MAXVOLTAGEBOXNUM,MAXVOLTAGEBATTERYNUM,MINVOLTAGE,MINVOLTAGEBOXNUM,MINVOLTAGEBATTERYNUM,ABVOLTAGE,NORMALVOLTAGE,MAXTEMPERATURE,MAXTEMPERATUREBOXNUM,MAXTEMPERATUREBATTERYNUM,MINTEMPERATURE,MINTEMPERATUREBOXNUM,MINTEMPERATUREBATTERYNUM,ABTEMPERATURE,NORMALTEMPERATURE,RECEIVETIME,TIME_DIFF,YEAR,MONTH,DAY,HOUR
10001737,551.1,11,62,3.285,3,15,3.276,7,9,0.009,3.28,32,1,1,27,3,1,5,28,2015/5/5 21:35:35,0.0003703704,2015,5,5,21
10001737,551.3,9.4,62,3.286,3,16,3.276,7,16,0.01,3.281,32,1,1,27,3,1,5,28,2015/5/5 21:36:05,0.0003472222,2015,5,5,21
10001737,551.4,9.3,62,3.286,3,14,3.277,7,9,0.009,3.282,32,1,1,27,3,1,5,28,2015/5/5 21:36:36,0.0003587963,2015,5,5,21
10001737,551.5,9.3,62,3.287,3,16,3.277,7,9,0.01,3.282,32,1,1,27,3,1,5,28,2015/5/5 21:37:07,0.0003587963,2015,5,5,21
10001737,551.5,9.3,61,3.288,3,16,3.277,7,16,0.011,3.282,32,1,1,27,3,1,5,28,2015/5/5 21:37:38,0.0003587963,2015,5,5,21
10001737,551.5,9.3,61,3.288,3,16,3.278,7,9,0.01,3.282,32,1,1,27,3,1,5,28,2015/5/5 21:38:10,0.0003703704,2015,5,5,21
10001737,551.6,9.2,61,3.288,3,16,3.279,7,9,0.009,3.283,32,1,1,27,3,1,5,28,2015/5/5 21:38:40,0.0003472222,2015,5,5,21
10001737,551.6,9.3,61,3.288,3,16,3.278,7,9,0.01,3.283,32,1,1,27,3,1,5,28,2015/5/5 21:39:11,0.0003587963,2015,5,5,21
10001737,551.6,9.2,61,3.288,3,15,3.279,7,9,0.009,3.283,32,1,1,27,3,1,5,28,2015/5/5 21:39:42,0.0003587963,2015,5,5,21
10001737,551.6,9.3,61,3.288,3,16,3.279,7,9,0.009,3.283,32,1,1,27,3,1,5,28,2015/5/5 21:40:13,0.0003587963,2015,5,5,21
10001737,551.7,9.2,61,3.288,3,15,3.279,7,9,0.009,3.283,32,1,1,27,3,1,5,28,2015/5/5 21:40:44,0.0003587963,2015,5,5,21
10001737,551.7,9.3,61,3.288,3,13,3.279,7,9,0.009,3.283,32,1,1,27,3,1,5,28,2015/5/5 21:41:16,0.0003703704,2015,5,5,21
10001737,551.7,9.2,61,3.289,3,15,3.279,7,9,0.01,3.283,32,1,1,27,3,1,5,28,2015/5/5 21:41:47,0.0003587963,2015,5,5,21
10001737,551.7,9.3,61,3.288,3,14,3.279,7,9,0.009,3.283,32,1,1,27,3,1,5,28,2015/5/5 21:42:18,0.0003587963,2015,5,5,21
10001737,551.7,9.2,61,3.289,3,14,3.279,7,9,0.01,3.283,32,1,1,27,3,1,5,28,2015/5/5 21:42:49,0.0003587963,2015,5,5,21
10001737,551.7,9.2,61,3.289,3,13,3.279,7,9,0.01,3.283,32,1,1,27,3,1,5,28,2015/5/5 21:43:19,0.0003472222,2015,5,5,21
10001737,551.7,9.2,61,3.288,3,13,3.279,7,9,0.009,3.283,32,1,1,27,3,1,5,28,2015/5/5 21:43:50,0.0003587963,2015,5,5,21
10001737,551.7,9.3,61,3.288,3,13,3.279,7,16,0.009,3.283,32,1,1,27,3,1,5,28,2015/5/5 21:44:21,0.0003587963,2015,5,5,21
10001737,551.7,9.1,61,3.289,3,13,3.279,7,9,0.01,3.283,32,1,1,27,3,1,5,28,2015/5/5 21:44:52,0.0003587963,2015,5,5,21
10001737,551.8,9.3,61,3.288,3,13,3.279,7,9,0.009,3.284,32,1,1,27,3,1,5,28,2015/5/5 21:45:24,0.0003703704,2015,5,5,21
10001737,551.8,9,61,3.288,3,13,3.279,7,16,0.009,3.284,32,1,1,27,3,1,5,28,2015/5/5 21:45:54,0.0003472222,2015,5,5,21
10001737,551.8,9.3,61,3.288,3,13,3.279,7,9,0.009,3.284,32,1,1,27,3,1,5,28,2015/5/5 21:46:25,0.0003587963,2015,5,5,21
10001737,551.8,9.1,61,3.288,3,13,3.279,7,16,0.009,3.284,32,1,1,27,3,1,5,28,2015/5/5 21:46:56,0.0003587963,2015,5,5,21
10001737,551.8,9.3,61,3.288,3,16,3.279,7,16,0.009,3.284,32,1,1,27,3,1,5,28,2015/5/5 21:47:27,0.0003587963,2015,5,5,21
10001737,551.8,9.2,61,3.289,3,13,3.279,7,9,0.01,3.284,32,1,1,27,3,1,5,28,2015/5/5 21:47:58,0.0003587963,2015,5,5,21
10001737,551.6,11.1,61,3.288,3,15,3.279,7,9,0.009,3.283,32,1,1,27,3,1,5,28,2015/5/5 21:48:29,0.0003587963,2015,5,5,21
10001737,551.7,10.5,61,3.288,3,15,3.279,7,9,0.009,3.283,32,1,1,27,3,1,5,28,2015/5/5 21:49:01,0.0003703704,2015,5,5,21
10001737,551.7,9.9,61,3.289,3,14,3.279,7,9,0.01,3.283,32,1,1,27,3,1,5,28,2015/5/5 21:49:31,0.0003472222,2015,5,5,21
10001737,551.7,9.7,61,3.289,3,16,3.279,7,9,0.01,3.283,32,1,1,27,3,1,5,28,2015/5/5 21:50:02,0.0003587963,2015,5,5,21
10001737,551.8,9.9,61,3.288,3,13,3.279,7,16,0.009,3.284,32,1,1,27,3,1,5,28,2015/5/5 21:50:33,0.0003587963,2015,5,5,21
10001737,551.7,9.7,61,3.288,3,16,3.279,7,16,0.009,3.283,32,1,1,27,3,1,5,28,2015/5/5 21:51:06,0.0003819444,2015,5,5,21
10001737,551.8,10,61,3.288,3,13,3.279,7,16,0.009,3.284,32,1,1,27,3,1,5,28,2015/5/5 21:51:35,0.0003356481,2015,5,5,21
10001737,551.8,9.8,61,3.288,3,13,3.279,7,16,0.009,3.284,32,1,1,27,3,1,5,28,2015/5/5 21:52:06,0.0003587963,2015,5,5,21
10001737,551.8,9.9,61,3.288,3,13,3.279,7,16,0.009,3.284,32,1,1,27,3,1,5,28,2015/5/5 21:52:37,0.0003587963,2015,5,5,21
10001737,551.8,9.7,61,3.288,3,14,3.279,7,16,0.009,3.284,32,1,1,27,3,1,5,28,2015/5/5 21:53:09,0.0003703704,2015,5,5,21
10001737,551.8,10,61,3.288,3,14,3.279,7,16,0.009,3.284,32,1,1,27,3,1,5,28,2015/5/5 21:53:39,0.0003472222,2015,5,5,21
10001737,551.8,9.9,61,3.288,3,14,3.279,7,16,0.009,3.284,32,1,1,27,3,1,5,28,2015/5/5 21:54:10,0.0003587963,2015,5,5,21
10001737,551.6,12,61,3.288,3,16,3.279,7,9,0.009,3.283,32,1,1,27,3,1,5,28,2015/5/5 21:54:41,0.0003587963,2015,5,5,21
10001737,551.2,18.2,61,3.286,3,21,3.276,7,9,0.01,3.28,32,1,1,27,3,1,5,28,2015/5/5 21:55:12,0.0003587963,2015,5,5,21
10001737,550.6,23.6,61,3.282,3,14,3.272,7,13,0.01,3.277,32,1,1,27,3,1,5,28,2015/5/5 21:55:43,0.0003587963,2015,5,5,21
10001737,550.5,18,61,3.281,3,18,3.272,7,13,0.009,3.276,32,1,1,27,3,1,5,28,2015/5/5 21:56:14,0.0003587963,2015,5,5,21
10001737,547.3,105.2,61,3.266,3,15,3.247,7,9,0.019,3.257,32,1,1,27,3,1,5,28,2015/5/5 21:56:45,0.0003587963,2015,5,5,21
10001737,535.6,198.2,60,3.2,9,3,3.156,3,21,0.044,3.188,32,1,1,27,3,1,5,28,2015/5/5 21:57:16,0.0003587963,2015,5,5,21
10001737,552.9,-30.2,60,3.302,3,17,3.285,7,1,0.017,3.291,32,1,1,27,3,1,5,28,2015/5/5 21:57:47,0.0003587963,2015,5,5,21
10001737,549.6,24.2,60,3.277,3,14,3.264,5,8,0.013,3.271,32,1,1,27,3,1,5,28,2015/5/5 21:58:18,0.0003587963,2015,5,5,21
10001737,542.8,109.7,60,3.238,9,5,3.215,2,4,0.023,3.23,32,1,1,27,4,1,5,29,2015/5/5 21:58:49,0.0003587963,2015,5,5,21
10001737,549.9,24.9,60,3.278,3,18,3.267,6,4,0.011,3.273,32,1,1,27,4,1,5,29,2015/5/5 21:59:20,0.0003587963,2015,5,5,21
10001737,551,13.8,60,3.284,3,15,3.274,7,9,0.01,3.279,32,1,1,27,4,1,5,29,2015/5/5 21:59:51,0.0003587963,2015,5,5,21
10001737,546.3,150,60,3.25,9,4,3.213,7,13,0.037,3.251,32,1,1,27,6,1,5,29,2015/5/5 22:00:22,0.0003587963,2015,5,5,22
10001737,531.3,288.5,60,3.175,9,5,3.122,3,4,0.053,3.162,32,1,1,29,3,1,3,30,2015/5/5 22:00:53,0.0003587963,2015,5,5,22
10001737,558.3,-150,60,3.357,3,4,3.312,9,9,0.045,3.323,34,1,1,29,4,1,5,30,2015/5/5 22:01:24,0.0003587963,2015,5,5,22
10001737,535.7,203.7,59,3.199,1,11,3.161,6,17,0.038,3.188,34,1,1,29,7,1,5,30,2015/5/5 22:01:55,0.0003587963,2015,5,5,22
10001737,547.5,17.2,59,3.264,3,15,3.25,2,4,0.014,3.258,34,1,1,30,2,1,4,30,2015/5/5 22:02:26,0.0003587963,2015,5,5,22
10001737,543,104.5,59,3.244,9,3,3.21,5,8,0.034,3.232,35,1,1,30,3,1,5,31,2015/5/5 22:02:58,0.0003703704,2015,5,5,22
10001737,560.4,-177.6,59,3.372,3,8,3.324,7,4,0.048,3.335,34,1,1,30,2,1,4,30,2015/5/5 22:03:30,0.0003703704,2015,5,5,22
10001737,550.5,-15.9,59,3.284,3,15,3.271,7,13,0.013,3.276,34,1,1,30,3,1,4,30,2015/5/5 22:03:59,0.0003356481,2015,5,5,22
10001737,547.4,71.9,59,3.263,3,14,3.249,7,13,0.014,3.258,34,1,1,30,2,1,4,30,2015/5/5 22:04:30,0.0003587963,2015,5,5,22
10001737,546.9,50.6,59,3.261,3,15,3.244,7,13,0.017,3.255,34,1,1,30,2,1,4,30,2015/5/5 22:05:01,0.0003587963,2015,5,5,22
10001737,546.8,53.5,59,3.259,3,14,3.245,7,13,0.014,3.254,34,1,1,29,6,1,5,30,2015/5/5 22:05:32,0.0003587963,2015,5,5,22
10001737,550.7,-9.2,59,3.284,3,14,3.274,7,13,0.01,3.277,34,1,1,29,5,1,5,30,2015/5/5 22:06:03,0.0003587963,2015,5,5,22
10001737,543.2,91.1,59,3.239,1,11,3.218,7,13,0.021,3.233,34,1,1,29,4,1,5,30,2015/5/5 22:06:34,0.0003587963,2015,5,5,22
10001737,549.8,9.6,59,3.277,3,14,3.267,7,13,0.01,3.272,34,1,1,29,5,1,5,30,2015/5/5 22:07:05,0.0003587963,2015,5,5,22
10001737,536.1,185.2,58,3.201,1,11,3.164,7,13,0.037,3.191,34,1,1,29,5,1,5,30,2015/5/5 22:07:37,0.0003703704,2015,5,5,22
10001737,556.7,-160.6,58,3.34,6,4,3.301,1,1,0.039,3.313,34,1,1,29,6,1,5,30,2015/5/5 22:08:07,0.0003472222,2015,5,5,22
10001737,549.9,8.9,58,3.277,3,18,3.268,7,9,0.009,3.273,34,1,1,29,6,1,5,30,2015/5/5 22:08:38,0.0003587963,2015,5,5,22
10001737,547.7,28.8,58,3.267,9,14,3.252,7,13,0.015,3.26,34,1,1,29,7,1,5,30,2015/5/5 22:09:09,0.0003587963,2015,5,5,22
10001737,549.5,12.9,58,3.274,3,14,3.265,7,9,0.009,3.27,34,1,1,29,7,1,5,30,2015/5/5 22:09:40,0.0003587963,2015,5,5,22
10001737,549.1,20.8,58,3.272,3,14,3.262,7,9,0.01,3.268,34,1,1,29,6,1,5,30,2015/5/5 22:10:11,0.0003587963,2015,5,5,22
10001737,542.5,130.9,58,3.236,1,11,3.214,7,13,0.022,3.229,34,1,1,29,7,1,5,30,2015/5/5 22:10:42,0.0003587963,2015,5,5,22
10001737,553.9,-16.4,58,3.314,3,18,3.28,7,4,0.034,3.297,34,1,1,30,2,1,4,30,2015/5/5 22:11:14,0.0003703704,2015,5,5,22
10001737,557.1,-90.1,58,3.342,3,15,3.306,1,4,0.036,3.316,34,1,1,30,2,1,4,30,2015/5/5 22:11:44,0.0003472222,2015,5,5,22
10001737,532.2,299.4,58,3.183,3,1,3.13,7,13,0.053,3.167,34,1,1,30,2,1,4,30,2015/5/5 22:12:15,0.0003587963,2015,5,5,22
10001737,527.7,303.8,57,3.154,9,5,3.098,7,4,0.056,3.141,35,1,1,30,3,1,5,31,2015/5/5 22:12:46,0.0003587963,2015,5,5,22
10001737,532.7,208.2,57,3.183,9,5,3.138,6,4,0.045,3.17,35,1,1,30,3,1,5,32,2015/5/5 22:13:17,0.0003587963,2015,5,5,22
10001737,554.4,-64.6,57,3.313,6,8,3.292,7,16,0.021,3.3,35,1,1,30,4,1,5,32,2015/5/5 22:13:48,0.0003587963,2015,5,5,22
10001737,552,-19.1,57,3.295,6,8,3.278,2,7,0.017,3.285,35,1,1,30,4,1,5,32,2015/5/5 22:14:20,0.0003703704,2015,5,5,22
10001737,550.9,14.1,57,3.283,3,14,3.274,7,9,0.009,3.279,35,1,1,30,4,1,5,32,2015/5/5 22:14:50,0.0003472222,2015,5,5,22
10001737,538.1,182.4,57,3.213,9,5,3.176,2,4,0.037,3.202,35,1,1,30,3,1,5,31,2015/5/5 22:15:21,0.0003587963,2015,5,5,22
10001737,550.3,13.8,57,3.28,3,14,3.27,7,9,0.01,3.275,35,1,1,30,3,1,5,31,2015/5/5 22:15:52,0.0003587963,2015,5,5,22
10001737,538.5,165.9,57,3.214,1,9,3.182,2,4,0.032,3.205,35,1,1,30,3,1,5,31,2015/5/5 22:16:23,0.0003587963,2015,5,5,22
10001737,550.2,13.3,57,3.279,3,14,3.27,7,9,0.009,3.275,35,1,1,30,3,1,5,31,2015/5/5 22:16:54,0.0003587963,2015,5,5,22
10001737,550.2,13.4,57,3.279,3,14,3.27,7,9,0.009,3.275,35,1,1,30,3,1,5,31,2015/5/5 22:17:25,0.0003587963,2015,5,5,22
10001737,538.7,178.4,56,3.217,1,11,3.184,2,4,0.033,3.206,35,1,1,30,3,1,5,31,2015/5/5 22:17:56,0.0003587963,2015,5,5,22
10001737,540.7,178.9,56,3.226,9,2,3.195,1,4,0.031,3.218,35,1,1,30,3,1,5,31,2015/5/5 22:18:27,0.0003587963,2015,5,5,22
10001737,555.3,-31,56,3.32,4,4,3.298,7,12,0.022,3.305,35,1,1,30,3,1,5,31,2015/5/5 22:18:59,0.0003703704,2015,5,5,22
10001737,548.4,25.3,56,3.27,3,18,3.252,7,12,0.018,3.264,35,1,1,30,3,1,5,31,2015/5/5 22:19:30,0.0003587963,2015,5,5,22
10001737,550.3,13.4,56,3.28,3,15,3.27,7,16,0.01,3.275,34,1,1,30,3,1,4,31,2015/5/5 22:20:00,0.0003472222,2015,5,5,22
10001737,547.6,32.5,56,3.266,3,14,3.25,8,13,0.016,3.259,34,1,1,30,3,1,4,31,2015/5/5 22:20:31,0.0003587963,2015,5,5,22
10001737,548.6,53.4,56,3.271,3,16,3.255,7,13,0.016,3.265,34,1,1,30,3,1,4,31,2015/5/5 22:21:02,0.0003587963,2015,5,5,22
10001737,544.7,89.4,56,3.248,6,10,3.229,7,4,0.019,3.242,34,1,1,30,3,1,4,31,2015/5/5 22:21:33,0.0003587963,2015,5,5,22
10001737,549.9,21.3,56,3.28,3,15,3.266,7,14,0.014,3.273,34,1,1,30,2,1,4,30,2015/5/5 22:22:04,0.0003587963,2015,5,5,22
10001737,547.1,45.2,56,3.262,9,5,3.249,7,13,0.013,3.256,34,1,1,30,2,1,4,30,2015/5/5 22:22:35,0.0003587963,2015,5,5,22
10001737,549,23.5,56,3.274,3,18,3.259,6,17,0.015,3.267,34,1,1,30,2,1,4,30,2015/5/5 22:23:06,0.0003587963,2015,5,5,22
10001737,541.6,128.9,56,3.231,1,11,3.206,3,8,0.025,3.223,34,1,1,29,6,1,5,30,2015/5/5 22:23:37,0.0003587963,2015,5,5,22
10001737,549,13.4,55,3.274,1,10,3.261,7,13,0.013,3.267,34,1,1,30,2,1,4,30,2015/5/5 22:24:08,0.0003587963,2015,5,5,22
10001737,542.6,113.8,55,3.24,3,19,3.208,7,9,0.032,3.229,34,1,1,29,7,1,5,30,2015/5/5 22:24:39,0.0003587963,2015,5,5,22
10001737,544.8,79.1,55,3.249,1,11,3.231,3,4,0.018,3.242,34,1,1,29,6,1,5,30,2015/5/5 22:25:10,0.0003587963,2015,5,5,22
10001737,542,126.5,55,3.233,9,5,3.207,3,8,0.026,3.226,34,1,1,29,6,1,5,30,2015/5/5 22:25:41,0.0003587963,2015,5,5,22
10001737,542.5,117.3,55,3.237,9,3,3.213,5,14,0.024,3.229,34,1,1,29,6,1,5,30,2015/5/5 22:26:12,0.0003587963,2015,5,5,22
10001737,536.9,172.1,54,3.206,9,5,3.168,2,4,0.038,3.195,34,1,1,29,7,1,5,30,2015/5/5 22:26:43,0.0003587963,2015,5,5,22
10001737,548.6,16.9,54,3.272,3,15,3.254,7,15,0.018,3.265,34,1,1,30,2,1,4,30,2015/5/5 22:27:14,0.0003587963,2015,5,5,22
10001737,549.1,18.3,54,3.273,9,3,3.26,7,13,0.013,3.268,34,1,1,30,2,1,4,30,2015/5/5 22:27:46,0.0003703704,2015,5,5,22
10001737,566.9,-239,54,3.414,6,8,3.361,2,5,0.053,3.374,34,1,1,29,6,1,5,30,2015/5/5 22:28:16,0.0003472222,2015,5,5,22
10001737,547.8,33.4,54,3.267,9,10,3.25,2,4,0.017,3.26,34,1,1,29,6,1,5,30,2015/5/5 22:28:47,0.0003587963,2015,5,5,22
10001737,544,94.9,54,3.244,1,11,3.223,2,4,0.021,3.238,34,1,1,29,6,1,5,30,2015/5/5 22:29:18,0.0003587963,2015,5,5,22
10001737,545.8,77.5,54,3.255,3,15,3.237,7,13,0.018,3.248,34,1,1,29,5,1,5,30,2015/5/5 22:29:49,0.0003587963,2015,5,5,22
10001737,539.4,150.8,54,3.218,9,5,3.188,2,4,0.03,3.21,34,1,1,29,5,1,5,30,2015/5/5 22:30:20,0.0003587963,2015,5,5,22
10001737,549.5,16.6,54,3.281,9,2,3.262,3,4,0.019,3.27,34,1,1,29,6,1,5,30,2015/5/5 22:30:51,0.0003587963,2015,5,5,22
10001737,544.1,116,54,3.246,1,14,3.221,6,12,0.025,3.238,34,1,1,29,6,1,5,30,2015/5/5 22:31:22,0.0003587963,2015,5,5,22
10001737,556.3,-78.8,54,3.33,3,17,3.3,6,13,0.03,3.311,34,1,1,29,6,1,5,30,2015/5/5 22:31:53,0.0003587963,2015,5,5,22
10001737,555.4,-79.5,54,3.329,4,1,3.297,6,12,0.032,3.305,34,1,1,29,6,1,5,30,2015/5/5 22:32:24,0.0003587963,2015,5,5,22
10001737,552.5,-30.5,54,3.307,5,3,3.281,7,13,0.026,3.288,34,1,1,29,6,1,5,30,2015/5/5 22:32:56,0.0003703704,2015,5,5,22
10001737,549.9,20,54,3.278,3,15,3.267,7,13,0.011,3.273,34,1,1,29,6,1,5,30,2015/5/5 22:33:26,0.0003472222,2015,5,5,22
10001737,550.2,14.1,54,3.279,3,14,3.27,7,9,0.009,3.275,34,1,1,29,5,1,5,30,2015/5/5 22:33:57,0.0003587963,2015,5,5,22
10001737,550.3,13.7,54,3.279,3,15,3.27,7,9,0.009,3.275,34,1,1,29,4,1,5,30,2015/5/5 22:34:28,0.0003587963,2015,5,5,22
10001737,549.8,20.8,54,3.277,3,15,3.267,7,9,0.01,3.272,32,1,1,29,3,1,3,30,2015/5/5 22:34:59,0.0003587963,2015,5,5,22
10001737,550.4,13.6,54,3.28,3,14,3.271,7,9,0.009,3.276,32,1,1,29,3,1,3,30,2015/5/5 22:35:31,0.0003703704,2015,5,5,22
10001737,550.5,13.6,54,3.282,3,18,3.271,7,13,0.011,3.276,32,1,1,29,3,1,3,30,2015/5/5 22:36:01,0.0003472222,2015,5,5,22
10001737,550.6,13.5,54,3.282,3,15,3.271,7,9,0.011,3.277,32,1,1,29,3,1,3,30,2015/5/5 22:36:32,0.0003587963,2015,5,5,22
10001737,550.6,13.5,54,3.282,3,14,3.273,7,9,0.009,3.277,32,1,1,28,6,1,4,30,2015/5/5 22:37:04,0.0003703704,2015,5,5,22
10001737,551.2,2.1,54,3.285,3,14,3.276,7,9,0.009,3.28,32,1,1,27,6,1,5,29,2015/5/5 22:37:34,0.0003472222,2015,5,5,22
10001737,551.3,2.1,54,3.285,3,14,3.276,7,9,0.009,3.281,32,1,1,27,6,1,5,29,2015/5/5 22:38:06,0.0003703704,2015,5,5,22
10001737,551.3,2.1,54,3.286,3,15,3.276,7,9,0.01,3.281,32,1,1,27,6,1,5,29,2015/5/5 22:38:36,0.0003472222,2015,5,5,22
10001737,551.4,2.1,54,3.286,3,18,3.277,7,9,0.009,3.282,32,1,1,27,5,1,5,29,2015/5/5 22:39:07,0.0003587963,2015,5,5,22
10001737,551.4,2.1,54,3.286,3,15,3.277,7,9,0.009,3.282,32,1,1,27,5,1,5,29,2015/5/5 22:39:38,0.0003587963,2015,5,5,22
10001737,551.5,2.1,54,3.286,3,14,3.277,7,9,0.009,3.282,32,1,1,27,5,1,5,29,2015/5/5 22:40:09,0.0003587963,2015,5,5,22
10001737,551.5,2.1,54,3.286,3,14,3.277,7,9,0.009,3.282,32,1,1,27,5,1,5,29,2015/5/5 22:40:40,0.0003587963,2015,5,5,22
10001737,551.5,2.1,54,3.287,3,14,3.277,7,9,0.01,3.282,32,1,1,27,4,1,5,29,2015/5/5 22:41:11,0.0003587963,2015,5,5,22
10001737,551.6,2.1,54,3.288,3,15,3.278,7,16,0.01,3.283,32,1,1,27,4,1,5,29,2015/5/5 22:41:42,0.0003587963,2015,5,5,22
10001737,551.3,6.7,54,3.285,3,19,3.276,7,9,0.009,3.281,32,1,1,27,3,1,5,29,2015/5/5 22:42:13,0.0003587963,2015,5,5,22
10001737,551.1,7.8,54,3.284,3,14,3.276,7,9,0.008,3.28,32,1,1,27,3,1,5,28,2015/5/5 22:42:44,0.0003587963,2015,5,5,22
10001737,551.1,7.3,54,3.285,3,15,3.276,7,9,0.009,3.28,32,1,1,27,3,1,5,28,2015/5/5 22:43:15,0.0003587963,2015,5,5,22
10001737,551.1,7.2,54,3.285,3,18,3.276,7,9,0.009,3.28,32,1,1,27,3,1,5,28,2015/5/5 22:43:46,0.0003587963,2015,5,5,22
10001737,551.2,7.2,54,3.285,3,15,3.276,7,9,0.009,3.28,32,1,1,27,3,1,5,28,2015/5/5 22:44:17,0.0003587963,2015,5,5,22
10001737,551.2,7.2,54,3.285,3,14,3.276,7,9,0.009,3.28,32,1,1,27,3,1,5,28,2015/5/5 22:44:48,0.0003587963,2015,5,5,22
10001737,551.2,7.1,54,3.285,3,14,3.276,7,9,0.009,3.28,32,1,1,27,3,1,5,28,2015/5/5 22:45:19,0.0003587963,2015,5,5,22
10001737,551.2,7,54,3.285,3,14,3.276,7,9,0.009,3.28,32,1,1,27,3,1,5,28,2015/5/5 22:45:51,0.0003703704,2015,5,5,22
10001737,551.2,7,54,3.285,3,14,3.276,7,9,0.009,3.28,32,1,1,27,3,1,5,28,2015/5/5 22:46:21,0.0003472222,2015,5,5,22
10001737,551.2,7.1,53,3.285,3,14,3.276,7,9,0.009,3.28,32,1,1,27,3,1,5,28,2015/5/5 22:46:52,0.0003587963,2015,5,5,22
10001737,551.2,7.1,53,3.285,3,14,3.276,7,9,0.009,3.28,32,1,1,27,3,1,5,28,2015/5/5 22:47:23,0.0003587963,2015,5,5,22
10001737,551.2,7,53,3.285,3,14,3.276,7,9,0.009,3.28,32,1,1,27,3,1,5,28,2015/5/5 22:47:54,0.0003587963,2015,5,5,22
10001737,551.2,7,53,3.285,3,14,3.276,7,9,0.009,3.28,32,1,1,27,3,1,5,28,2015/5/5 22:48:25,0.0003587963,2015,5,5,22
10001737,551.2,7,53,3.285,3,14,3.276,7,9,0.009,3.28,32,1,1,27,3,1,5,28,2015/5/5 22:48:56,0.0003587963,2015,5,5,22
10001737,551.2,7,53,3.285,3,14,3.276,7,9,0.009,3.28,32,1,1,27,3,1,5,28,2015/5/5 22:49:27,0.0003587963,2015,5,5,22
10001737,551.2,7,53,3.285,3,14,3.276,7,9,0.009,3.28,32,1,1,27,3,1,5,28,2015/5/5 22:49:58,0.0003587963,2015,5,5,22
10001737,551.2,7,53,3.285,3,14,3.276,7,9,0.009,3.28,32,1,1,27,3,1,5,28,2015/5/5 22:50:29,0.0003587963,2015,5,5,22
10001737,551.3,7,53,3.285,3,14,3.276,7,9,0.009,3.281,32,1,1,27,3,1,5,28,2015/5/5 22:51:00,0.0003587963,2015,5,5,22
10001737,551.3,7,53,3.285,3,14,3.276,7,9,0.009,3.281,32,1,1,27,3,1,5,28,2015/5/5 22:51:31,0.0003587963,2015,5,5,22
10001737,551.3,7,53,3.285,3,14,3.276,7,9,0.009,3.281,32,1,1,27,3,1,5,28,2015/5/5 22:52:02,0.0003587963,2015,5,5,22
10001737,551.3,7,53,3.286,3,18,3.276,7,13,0.01,3.281,32,1,1,27,3,1,5,28,2015/5/5 22:52:34,0.0003703704,2015,5,5,22
10001737,551.3,7,53,3.285,3,18,3.276,7,9,0.009,3.281,32,1,1,27,3,1,5,28,2015/5/5 22:53:04,0.0003472222,2015,5,5,22
10001737,551.3,7,53,3.286,3,14,3.276,7,13,0.01,3.281,32,1,1,27,3,1,5,28,2015/5/5 22:53:35,0.0003587963,2015,5,5,22
